id,target
1,329213.20756434835
2,128370.675452027
3,175714.05619959545
4,250554.91837238776
5,130798.9350407121
6,144019.68949740432
7,194422.43484179938
8,116570.98459266365
9,139667.22962941695
10,307961.07976768375
11,239545.89945305884
12,126273.75404957494
13,169393.225726305
14,133036.50840502727
15,107798.52457531278
16,129679.35893219219
17,126114.28541771727
18,187176.89427150442
19,201226.43289915417
20,129382.22530791757
21,149503.35182181344
22,126968.95338888108
23,171454.26733780903
24,250369.96741162712
25,183604.7863767388
26,342742.2518785227
27,149497.5197610385
28,253072.54293538036
29,143915.7878699121
30,64008.76372718595
31,124969.64349103082
32,127653.34955809955
33,182827.2259758809
34,162663.3824129032
35,493661.92396141146
36,131801.0668205692
37,166414.63004203304
38,218590.10119300828
39,189792.3861441287
40,446626.09821749746
41,269185.8903163041
42,115235.93612195668
43,97311.15902595724
44,140897.1370019364
45,191669.31427804084
46,165195.618670416
47,211388.4082143141
48,105215.1457486011
49,179554.1359895143
50,131132.19639175182
51,160972.87339222291
52,235218.35469993885
53,168365.10378451392
54,196689.11174156406
55,233528.65945198806
56,124794.29555691834
57,326215.57202140137
58,128708.72452224401
59,115135.55279968894
60,138103.75344789628
61,135470.12688368835
62,264850.3965010394
63,106437.25207014079
64,236711.95689282235
65,232032.9426562466
66,129428.18138088008
67,168775.14361325203
68,205976.93755080318
69,282784.18824887706
70,135649.32766295876
71,117636.61288605993
72,247567.14454829262
73,140075.23398712339
74,134775.77651561925
75,212062.02911131133
76,116972.92261800254
77,69239.06038861719
78,145120.72050462477
79,149079.34514191683
80,137993.89232658024
81,109890.31339562598
82,195293.1438888064
83,182949.15910904977
84,229126.62125372386
85,129534.47577458146
86,86460.77650878514
87,98061.07223681288
88,152989.8227304496
89,124422.55607593691
90,164758.84969020562
91,123773.75521601623
92,176353.05139834693
93,159861.85740083482
94,129902.28565875918
95,173032.52885449753
96,629467.2952650418
97,167419.03340274686
98,147584.8533279923
99,198177.51320585975
100,222383.97682634872
101,229484.55482797854
102,192436.80392171338
103,129624.80283300176
104,191652.85029119175
105,321087.5534542927
106,225402.92305153067
107,93754.85181219125
108,141276.51943685286
109,182527.14001608783
110,346400.2542698034
111,126907.95618810374
112,197659.75261670817
113,153410.05734575645
114,124728.86129119748
115,138287.62368682917
116,126522.7324414848
117,213675.8922600604
118,327023.31180695584
119,186205.19390938955
120,195014.3750077467
121,352097.1268039738
122,171353.45961898385
123,93189.33741146655
124,145178.38911475765
125,282729.8424688156
126,259044.04989206104
127,254437.12089684635
128,215764.26930344672
129,310402.6398383651
130,133764.71564910625
131,243918.20087413018
132,156585.01516560715
133,318798.5047843419
134,293698.13277149457
135,195666.43532928274
136,199751.2645628883
137,212420.33181719334
138,152395.74092348962
139,302209.4988193073
140,155659.97165183997
141,182641.7781027535
142,147103.4524694269
143,114771.26986528144
144,180063.54652251542
145,121136.40097493565
146,183408.77553149743
147,188372.94465099857
148,52090.99865679459
149,375927.10740371735
150,212371.70367032077
151,120787.91426845829
152,129200.27865581584
153,130691.95671528943
154,187343.1320867911
155,245108.32489984474
156,213166.888898306
157,141559.64647617142
158,365105.1926421641
159,171773.53349169387
160,179166.39257389595
161,190351.8748887667
162,172508.98156498442
163,133982.07106531184
164,244773.81550289516
165,141145.19438777777
166,142240.89314784616
167,183195.09333787888
168,256138.95741676525
169,435490.7072943521
170,140232.78348706997
171,600413.8077680669
172,257656.99725578353
173,360071.0569141762
174,126276.53755272378
175,158614.68069410362
176,141113.55699326826
177,60944.9803186711
178,272966.4962341723
179,127466.70113807135
180,70633.11653381695
181,122773.67915140132
182,121657.58867589556
183,171208.45132849098
184,175957.61025198406
185,174903.21153070606
186,177307.61224907596
187,251595.45669251552
188,251370.46497006086
189,128746.35435778464
190,191353.30919456884
191,334021.1521209657
192,128191.08387700628
193,195220.79104169388
194,139404.46145401173
195,150111.75740583282
196,393856.14560064103
197,309890.27701479726
198,134368.21490439694
199,131788.79243003373
200,191333.39014328923
201,108535.36753602789
202,233195.7607226448
203,166105.50774829573
204,100767.21570162373
205,181618.42662482793
206,183169.5784972508
207,159709.48339836876
208,235346.23706057703
209,219143.57557418296
210,258435.90526450315
211,327164.6973903881
212,154808.21307566247
213,170560.1175639945
214,353471.51001749234
215,145514.40149872773
216,110310.1961957837
217,180006.22626720974
218,176533.08981570846
219,136215.3627494397
220,305963.6024337604
221,238379.97602755687
222,176698.18821514896
223,368637.3897720227
224,182766.9380566084
225,171555.8923738582
226,146276.95326119888
227,130422.48304480664
228,166601.93478318848
229,242384.33138045808
230,118832.16339020134
231,236945.66157382715
232,141289.38377147735
233,175945.44926250665
234,430134.2874681915
235,261072.62155174837
236,102685.58395056485
237,250449.38917643426
238,132480.4669125346
239,145286.23494455428
240,200752.82939357206
241,96222.36911504486
242,252888.5331823006
243,93189.33741146655
244,144356.27820355314
245,124279.19015916051
246,274316.92116084293
247,142063.84710410086
248,131049.62175893565
249,200467.89125415726
250,136711.13875482953
251,271774.7905499504
252,177300.06524475128
253,136086.39387002416
254,145480.54655623704
255,619299.6601337802
256,155338.04759314354
257,127680.70158957015
258,128990.37626965402
259,328240.63846466877
260,199870.9267967254
261,148014.70878103154
262,238997.48163546025
263,163609.20172996933
264,268452.5257591392
265,148964.74446098012
266,127645.4732626414
267,237356.12957603665
268,144215.7535428642
269,128985.2405933391
270,302699.27318240574
271,344592.2099224817
272,147325.91712081752
273,191872.4859851308
274,95430.11381705817
275,152910.28212316113
276,174146.02032613428
277,140714.27341716966
278,103491.33733596621
279,179373.4358777941
280,191941.40359733923
281,495801.81848280923
282,294883.2163519204
283,144218.8334466845
284,166210.08167399533
285,139724.8070513114
286,149848.83889082877
287,219834.2614702813
288,142555.69997122482
289,141271.9568140707
290,171990.8853805957
291,126933.10005753537
292,264718.42438717163
293,250698.486077346
294,173103.09206230333
295,180216.3014913721
296,70839.44741214291
297,135820.56948666982
298,157636.93604853016
299,110840.54208355583
300,130893.44725270517
301,62946.3060653525
302,144894.27527813683
303,189393.63308882725
304,267963.1128171721
305,150467.40162700388
306,177153.51328545026
307,168145.02501418357
308,126273.01665811006
309,151898.1499488621
310,273067.78484128835
311,125474.75135263009
312,186503.76507368658
313,135712.88761156867
314,136527.01058673795
315,164180.0205279942
316,136049.0923933583
317,127993.8069538597
318,126048.544577113
319,172580.9952331653
320,188201.77030855522
321,150016.20367253787
322,176975.77973003674
323,208374.60393820304
324,152557.82567406064
325,170546.74574445983
326,193230.9009643399
327,106541.42200602134
328,86996.63978292856
329,254456.44473298095
330,175254.10849046402
331,231062.26113382436
332,212825.68322962773
333,158822.91318100027
334,155543.0011221976
335,133831.19829921337
336,177609.0514232429
337,159533.48210961226
338,147029.81263548246
339,180072.4630907285
340,350253.6923239883
341,138551.68047476467
342,155843.73487978242
343,166331.64907733432
344,128915.55745776222
345,139066.48047186204
346,138163.84912329176
347,184161.0940535018
348,163542.75148103148
349,177659.5533822645
350,206374.09994969578
351,172283.33955550214
352,277338.14461880946
353,164748.52431410828
354,382239.5135746746
355,94557.73846407604
356,182637.02332288463
357,114315.92226418243
358,192199.14801082603
359,186777.34035414492
360,93613.65063479778
361,132221.7108526016
362,221254.29681612347
363,171661.19835556042
364,136758.8236513437
365,141148.1510377156
366,127850.68822995012
367,163986.49847528906
368,114657.77085736021
369,204211.60598636375
370,136431.19802181917
371,306973.12142952456
372,254126.88178834406
373,144344.3182924564
374,205828.66989812598
375,294805.7733394293
376,378087.39911080437
377,175028.63659785184
378,253492.9663607413
379,397083.783481189
380,507225.5694392682
381,405883.9720495483
382,308257.07516714465
383,137960.08262545743
384,146080.77657105582
385,179815.52527924764
386,124301.0086415135
387,95492.5302263741
388,127234.62832228918
389,166109.30343822698
390,191783.33982668878
391,146433.0305940989
392,144215.7535428642
393,131055.69419046002
394,138054.15220494472
395,133476.58808488166
396,137151.28996308518
397,234495.58864942833
398,203077.61285242147
399,115177.7025583502
400,132092.2775460655
401,151305.48613886672
402,149248.27128238592
403,216256.3101287848
404,138238.54415179594
405,267121.17675654707
406,249556.91222883057
407,348343.15893676423
408,185711.80170897229
409,148988.85926281087
410,214509.53261059098
411,91144.57544569238
412,94393.98025209618
413,343173.5974798299
414,222890.12328014852
415,108842.50084795807
416,121565.03662001836
417,278435.20335593447
418,135837.1776939271
419,144468.0354798652
420,268992.21942360303
421,136618.9925754438
422,217190.56037791038
423,160000.52975620583
424,150405.43220774693
425,289069.0482504312
426,331392.30256914714
427,251305.3989405494
428,229458.84047300788
429,213866.4668873007
430,182109.0108644651
431,109917.38683748507
432,312906.84297765786
433,192748.0422050352
434,336587.00000522495
435,243393.94257148315
436,223458.4978908744
437,200855.2285174125
438,394619.9040053957
439,184465.42481976535
440,201345.2117794692
441,179985.86428901876
442,131972.0209163522
443,344157.0290759041
444,211277.5010981865
445,194687.25456224484
446,147381.4099210461
447,386576.64037499996
448,166092.08565500454
449,159287.8522503248
450,184263.54279910916
451,245055.27038484503
452,201448.9176665475
453,301593.76266684145
454,160025.62494734224
455,180306.8833612548
456,194303.63927258228
457,213080.9718080382
458,115888.01573371036
459,182970.58927667193
460,174839.81777778285
461,275455.03919778514
462,249399.94668149238
463,155483.68587671794
464,153091.1012156335
465,133598.01810126333
466,138236.2726029937
467,236118.76232065647
468,174131.26704878936
469,182721.86571359469
470,128002.89976690347
471,98928.68544060862
472,146022.5384279827
473,160242.62325202412
474,214758.32020242474
475,115154.35902323495
476,197183.31670471592
477,341528.3194022495
478,178666.02148966183
479,111697.1266923974
480,161686.85586870625
481,141585.12242305095
482,169236.68865902768
483,224056.16332284446
484,169567.48770109823
485,182405.87751159002
486,193452.16572376003
487,214894.7271252268
488,213042.43483581976
489,186538.81231967866
490,161529.2554478284
491,140784.8690868941
492,283551.04425592686
493,188883.65091510976
494,183201.3100654637
495,298580.48881540203
496,131121.56453510272
497,215211.59501163408
498,366849.885123297
499,167398.1434389399
500,196465.584687514
501,151261.14586126088
502,313285.42881673865
503,163578.12678885186
504,178413.51415562184
505,144531.98363593692
506,131862.1384579439
507,211831.67961710592
508,100070.21642888967
509,148858.21991543472
510,253499.66300993995
511,201054.29961682286
512,120725.1684673813
513,197687.60518455092
514,228011.5131154998
515,159447.84860382348
516,380752.54867854435
517,174534.88605545822
518,127993.03595595024
519,287275.8055937029
520,232477.63015337865
521,278359.4495122477
522,137403.0445723615
523,197969.72884005908
524,141362.51132083707
525,177153.95227112295
526,97931.71862849535
527,217692.4970526421
528,121539.51225864085
529,145135.779534497
530,142784.1195362727
531,232553.749228363
532,304347.5570203813
533,266095.42331064685
534,195343.8689023509
535,120252.06792720832
536,175270.14018478416
537,246063.64903299537
538,204647.85489338296
539,282777.4840102681
540,157672.8410068716
541,207215.0488861343
542,172400.67755712138
543,201346.5113848889
544,119954.46024195154
545,155316.17638052686
546,199263.17806550008
547,255707.72148137187
548,252026.57800589106
549,140728.36414879194
550,187837.58191412996
551,332431.89233374497
552,222111.60163858123
553,135126.29563316866
554,128269.98229210557
555,147101.34246802435
556,271542.97124439134
557,147359.15780567576
558,205863.2110059043
559,95356.6771186751
560,145231.69312914068
561,96415.18400333668
562,193905.57925827085
563,276859.9494266436
564,311066.86607461714
565,260264.8493861062
566,341022.9613338632
567,153314.98494666675
568,176133.6034304186
569,207350.07240244612
570,325076.91840149544
571,133954.00387498346
572,136727.56688644446
573,113119.00260429466
574,136344.16615992525
575,235925.51566971635
576,261852.40910694044
577,139247.4008363636
578,149405.43619527435
579,116431.81410105995
580,147160.2730905032
581,167778.57683103957
582,117343.04293594827
583,203551.47011836362
584,116800.9102864607
585,227260.47822155117
586,277600.75249202095
587,160204.7074267731
588,233083.0529837712
589,208997.63008911957
590,133961.31117415914
591,137480.9981485011
592,106732.64951488939
593,183408.77553149743
594,130399.68901297418
595,112653.04075593383
596,151474.03531575168
597,113369.70035563063
598,125416.71987090327
599,129354.85540720297
600,233370.4285740017
601,199201.5369344062
602,183664.08163838065
603,147436.49112230883
604,280961.35572496813
605,118290.92699901121
606,225829.24379856721
607,128433.66416566483
608,171899.40778095467
609,266111.7231789878
610,192034.0618040224
611,279689.3189363186
612,98272.09443848774
613,226168.54544070995
614,75068.11154306857
615,397750.55887675774
616,358580.7471457225
617,181566.2082395043
618,200944.2516798175
619,322703.65979327104
620,262623.29344293557
621,150608.62090307745
622,141740.09432079233
623,311806.3521760623
624,139716.5419333217
625,139516.19050998532
626,126354.52850189652
627,172555.82238029924
628,199233.07657978343
629,247808.4638780977
630,107807.34578730987
631,390540.01734918775
632,276859.9494266436
633,227345.41519777087
634,129192.58303217805
635,125959.59527568717
636,157669.74426444524
637,237770.72593420692
638,141119.56952366617
639,203241.57314037925
640,87965.15406346225
641,215437.83269788453
642,130353.19808031156
643,141033.02569503765
644,272254.84399883065
645,252600.49560306134
646,131747.62658670472
647,437268.53993150574
648,133027.58762870496
649,119551.28953782623
650,139405.32240755303
651,134800.88994204268
652,251890.696666155
653,104168.3802868855
654,274913.91397780564
655,195908.28532060786
656,169199.8589902969
657,179216.32097894527
658,466214.80005086807
659,223526.87301860782
660,124253.04871270858
661,139915.59285066096
662,207427.04937108446
663,227794.44662447314
664,218739.0274726262
665,468192.4425892699
666,140958.53540185496
667,220510.80285486896
668,190372.43240239943
669,128329.85141418781
670,254426.81635962776
671,118520.14879800081
672,147933.75438885766
673,261992.65288409445
674,201860.71249086424
675,168279.8653822396
676,282345.3890983549
677,215749.04798500045
678,126658.73703695291
679,274226.44242539845
680,162052.68635905779
681,127792.093842967
682,151503.53398078488
683,185940.6027316459
684,138913.73759772576
685,146671.2347347661
686,246855.22519365762
687,138685.1197540178
688,201881.69226154574
689,179481.70812724187
690,218567.34300467875
691,202709.23359558953
692,195014.96565995624
693,130803.76424573989
694,301172.5847281115
695,180574.2748200776
696,130099.53351198483
697,175714.05619959545
698,142071.5728802579
699,170108.86925105235
700,386159.5140085639
701,188837.31826806001
702,176831.14862056676
703,140766.3708900308
704,395650.7733300915
705,232516.17904423142
706,123848.36223255967
707,135035.26123844308
708,384875.48119654367
709,170609.05624407213
710,212110.95577538744
711,165835.35880517645
712,117094.11103759527
713,118409.21260292522
714,175949.31661315536
715,316339.5717208852
716,168134.01700944986
717,156273.6270262197
718,191671.86624788426
719,169778.60830313255
720,128609.09461205023
721,144832.43666166137
722,186682.69790643908
723,173518.99117065134
724,170945.57074239582
725,134021.94149179873
726,116066.07992010945
727,104633.6023438325
728,160426.04063077128
729,222851.842164223
730,192282.35346953443
731,176504.2010564189
732,125825.4917573168
733,115886.55448168697
734,216901.86419384342
735,204540.09403809736
736,139669.63555419486
737,290246.44382253115
738,153466.05332834958
739,73352.97955969303
740,116312.03667709869
741,136649.51763578076
742,112067.13550717851
743,283450.14463175565
744,124975.56189589012
745,144087.65794714
746,207020.63727105287
747,122654.00075739171
748,148156.32139260147
749,74663.13824170339
750,136728.3177462958
751,91464.32137113824
752,210723.82269136375
753,156777.80585859602
754,271922.3103534372
755,153681.83648142035
756,117649.15053163964
757,276270.2361084224
758,155596.92371776528
759,223889.92292566117
760,158622.92717337114
761,174830.3738012741
762,178670.26725325602
763,222285.888929808
