id,target
0,295848.8467
1,129917.9167
2,176860.2167
3,220463.5833
4,130983.9733
5,144560.3333
6,182050.14
7,119745.7567
8,142452.3333
9,282879.32
10,237169.6667
11,123552.3667
12,159797.5
13,144010.5633
14,109137.81
15,129536.61
16,121412
17,196856.9967
18,194813.01
19,132858.6133
20,151069.7067
21,126083.4767
22,168351.6
23,249564.5167
24,187398.9967
25,294070.2567
26,143365.25
27,254543.1667
28,146772.1
29,89504.63
30,116987.75
31,126980.8967
32,175385.585
33,163015.28
34,300272.26
35,128287.8933
36,170899.2633
37,212754.4367
38,167242.99
39,306512.7267
40,252744.5333
41,118612.75
42,102525.5
43,134086.8333
44,200380.6944
45,184324.61
46,204930.8642
47,102772.2489
48,172350.1333
49,124475.1667
50,164137.85
51,224173.5
52,162728.38
53,196768.5833
54,227256.7633
55,126149.3333
56,282472.7433
57,123008.5
58,113529.25
59,127630.2833
60,133576.7933
61,260422.4433
62,107793.2756
63,250945.5
64,230349.7256
65,130801.2833
66,168366.3844
67,196227.7025
68,272328.4967
69,129974.8333
70,123244.6533
71,242647.3011
72,137029.8333
73,129867.25
74,208863.1733
75,114465.9233
76,94254.96333
77,144964.4833
78,166282.0833
79,134233.4167
80,104106.0967
81,198285.7017
82,181696.8
83,217104.82
84,131589.9867
85,87758.69444
86,97891.5
87,151661.5
88,125645.8467
89,162338.3633
90,110786.8333
91,147722.68
92,148975.9567
93,131371.3767
94,160159.9933
95,298158.7333
96,161187.1242
97,144722.59
98,196912.0833
99,222756.0933
100,223726.2567
101,191261.46
102,131442.1667
103,194391.99
104,301402.5967
105,226374.38
106,99862.09111
107,149706.06
108,183061.5
109,296478.5233
110,123360.6367
111,203031.75
112,151831.2167
113,121386.6
114,128227.1667
115,122677.5
116,192842.3322
117,297836.0233
118,188580.1933
119,195882.2264
120,307656.7833
121,180018.07
122,90667.7
123,142452.9133
124,280207.0033
125,254695.1867
126,259679.4767
127,214822.3767
128,291235.7067
129,135590.4
130,222265.0771
131,147069
132,254927.0067
133,279026.7033
134,195612.9167
135,189272.2213
136,209555.2433
137,148829
138,292040.43
139,155704.6667
140,182776.3333
141,151483.78
142,112962.82
143,188068.1233
144,120059.73
145,163784.3333
146,192812.8833
147,87650.75079
148,298192.3267
149,198429.3333
150,119575.3333
151,129199.75
152,129449.68
153,186594.11
154,252394.25
155,174569.6667
156,140207.6667
157,304712.2167
158,162122.5567
159,184906.5167
160,184946.6803
161,173070.1233
162,123359.8619
163,242196.15
164,143507.3933
165,143935.8333
166,188139.25
167,245338.7433
168,300943.0133
169,130849.3667
170,295765.3833
171,266595.76
172,267702.8756
173,115345.4433
174,160140.63
175,135780.5
176,81353.15635
177,263364.6633
178,125849.8667
179,93698.39778
180,118432.4467
181,114263.5
182,173284.52
183,182490.8117
184,175626.0833
185,161415.76
186,265820.3667
187,252182.63
188,130615.7733
189,191447.4733
190,301437.3367
191,120751
192,208389
193,141137.1433
194,143799
195,301242.9167
196,274870.0267
197,133984.2667
198,135421.84
199,201758.3033
200,126620.8133
201,222100.91
202,154943.8248
203,100435.4589
204,175676.2824
205,176768.8333
206,157597.53
207,217199.2127
208,233231.25
209,255133.9233
210,295535.8333
211,164521.5833
212,170767.03
213,291277.53
214,146220
215,112573.5367
216,183868.38
217,176184.6667
218,133287
219,279381.9933
220,225356.8867
221,182602.0567
222,296820.1633
223,196876.3
224,172752.25
225,138999.91
226,128880.7381
227,158447.8333
228,240980.9489
229,122216.88
230,230130.9667
231,142744.8333
232,179199.9567
233,297263.6033
234,262773.1433
235,102562.5
236,229025.8633
237,126097.72
238,157523.1044
239,208597.0867
240,93976.56667
241,255930.83
242,90667.7
243,146377.0833
244,124134.6333
245,254993.6033
246,143124.5
247,131926.0133
248,208480.75
249,134801.3067
250,235733.47
251,167720.93
252,126378.2133
253,144976.5133
