id,target
1,295848.8467
2,129917.9167
3,176860.2167
4,220463.5833
5,130983.9733
6,144560.3333
7,182050.14
8,119745.7567
9,142452.3333
10,282879.32
11,237169.6667
12,123552.3667
13,159797.5
14,144010.5633
15,109137.81
16,129536.61
17,121412
18,196856.9967
19,194813.01
20,132858.6133
21,151069.7067
22,126083.4767
23,168351.6
24,249564.5167
25,187398.9967
26,294070.2567
27,143365.25
28,254543.1667
29,146772.1
30,89504.63
31,116987.75
32,126980.8967
33,175385.585
34,163015.28
35,300272.26
36,128287.8933
37,170899.2633
38,212754.4367
39,167242.99
40,306512.7267
41,252744.5333
42,118612.75
43,102525.5
44,134086.8333
45,200380.6944
46,184324.61
47,204930.8642
48,102772.2489
49,172350.1333
50,124475.1667
51,164137.85
52,224173.5
53,162728.38
54,196768.5833
55,227256.7633
56,126149.3333
57,282472.7433
58,123008.5
59,113529.25
60,127630.2833
61,133576.7933
62,260422.4433
63,107793.2756
64,250945.5
65,230349.7256
66,130801.2833
67,168366.3844
68,196227.7025
69,272328.4967
70,129974.8333
71,123244.6533
72,242647.3011
73,137029.8333
74,129867.25
75,208863.1733
76,114465.9233
77,94254.96333
78,144964.4833
79,166282.0833
80,134233.4167
81,104106.0967
82,198285.7017
83,181696.8
84,217104.82
85,131589.9867
86,87758.69444
87,97891.5
88,151661.5
89,125645.8467
90,162338.3633
91,110786.8333
92,147722.68
93,148975.9567
94,131371.3767
95,160159.9933
96,298158.7333
97,161187.1242
98,144722.59
99,196912.0833
100,222756.0933
101,223726.2567
102,191261.46
103,131442.1667
104,194391.99
105,301402.5967
106,226374.38
107,99862.09111
108,149706.06
109,183061.5
110,296478.5233
111,123360.6367
112,203031.75
113,151831.2167
114,121386.6
115,128227.1667
116,122677.5
117,192842.3322
118,297836.0233
119,188580.1933
120,195882.2264
121,307656.7833
122,180018.07
123,90667.7
124,142452.9133
125,280207.0033
126,254695.1867
127,259679.4767
128,214822.3767
129,291235.7067
130,135590.4
131,222265.0771
132,147069
133,254927.0067
134,279026.7033
135,195612.9167
136,189272.2213
137,209555.2433
138,148829
139,292040.43
140,155704.6667
141,182776.3333
142,151483.78
143,112962.82
144,188068.1233
145,120059.73
146,163784.3333
147,192812.8833
148,87650.75079
149,298192.3267
150,198429.3333
151,119575.3333
152,129199.75
153,129449.68
154,186594.11
155,252394.25
156,174569.6667
157,140207.6667
158,304712.2167
159,162122.5567
160,184906.5167
161,184946.6803
162,173070.1233
163,123359.8619
164,242196.15
165,143507.3933
166,143935.8333
167,188139.25
168,245338.7433
169,300943.0133
170,130849.3667
171,295765.3833
172,266595.76
173,267702.8756
174,115345.4433
175,160140.63
176,135780.5
177,81353.15635
178,263364.6633
179,125849.8667
180,93698.39778
181,118432.4467
182,114263.5
183,173284.52
184,182490.8117
185,175626.0833
186,161415.76
187,265820.3667
188,252182.63
189,130615.7733
190,191447.4733
191,301437.3367
192,120751
193,208389
194,141137.1433
195,143799
196,301242.9167
197,274870.0267
198,133984.2667
199,135421.84
200,201758.3033
201,126620.8133
202,222100.91
203,154943.8248
204,100435.4589
205,175676.2824
206,176768.8333
207,157597.53
208,217199.2127
209,233231.25
210,255133.9233
211,295535.8333
212,164521.5833
213,170767.03
214,291277.53
215,146220
216,112573.5367
217,183868.38
218,176184.6667
219,133287
220,279381.9933
221,225356.8867
222,182602.0567
223,296820.1633
224,196876.3
225,172752.25
226,138999.91
227,128880.7381
228,158447.8333
229,240980.9489
230,122216.88
231,230130.9667
232,142744.8333
233,179199.9567
234,297263.6033
235,262773.1433
236,102562.5
237,229025.8633
238,126097.72
239,157523.1044
240,208597.0867
241,93976.56667
242,255930.83
243,90667.7
244,146377.0833
245,124134.6333
246,254993.6033
247,143124.5
248,131926.0133
249,208480.75
250,134801.3067
251,235733.47
252,167720.93
253,126378.2133
254,144976.5133
255,298221.7367
256,159704.7133
257,123934.8333
258,122264.7
259,296052.0233
260,196995.89
261,145029.3333
262,232564.1733
263,168300.7546
264,249045.4333
265,147078.9567
266,125519.1333
267,233771.6467
268,148115.5354
269,130452.2833
270,209313.13
271,290009.2133
272,145312.6233
273,183344.88
274,91915.65667
275,144636.4333
276,169244.67
277,135808
278,96904.83333
279,176417.8093
280,201771.5833
281,303313.5167
282,280352.8233
283,149017.3567
284,184775.38
285,140405.6667
286,154112.79
287,210467.6667
288,135901.29
289,141555.6167
290,165246.16
291,125429.1667
292,252235.1067
293,251424.2333
294,174769.2167
295,184878.4267
296,76516.01381
297,138589.53
298,159220.007
299,108704.8333
300,133579.4767
301,88763.45778
302,124243.5
303,190223
304,252819.6089
305,147609.8333
306,181520.0167
307,158879.5
308,125453.7
309,149291.7233
310,267473.97
311,131692.9667
312,190772.4267
313,136942.1333
314,135261
315,158159.8333
316,134734.1667
317,127748
318,126594.9333
319,173376.6167
320,193730.7489
321,149200.8333
322,189774.38
323,211014.9533
324,147474.7367
325,165508.9567
326,198064.59
327,109110.7289
328,96640.48444
329,248207.4833
330,182310.1822
331,229621.9479
332,220226.9667
333,152643.3
334,144507.6667
335,137914.5
336,176840.0857
337,172951.8167
338,151702.5
339,188942.5433
340,288999.6333
341,155846.4167
342,156766.6667
343,171042.1756
344,127169.3333
345,133807.72
346,129293.6667
