id,target
1,331583.30460163596
2,130973.08783948437
3,176180.79115774267
4,244411.314306351
5,130425.40520909149
6,144746.93531704426
7,194927.86898896273
8,112038.03776436916
9,143361.15484690465
10,311276.5632525333
11,235388.11916805472
12,124590.76296184817
13,166904.9703438466
14,131828.56161925173
15,108656.13397649924
16,132623.47819725896
17,124163.62928880454
18,189038.62361366604
19,200377.57002621493
20,127291.26772763104
21,149760.0515173567
22,129238.40772667427
23,166304.6050328622
24,245436.5960909086
25,183214.66639036022
26,343707.1921336284
27,151809.061783452
28,249400.7369243686
29,141745.57138901652
30,59328.89890943851
31,123760.04085107581
32,129100.15310184064
33,180124.34596578596
34,159176.67593702255
35,496037.681841765
36,137081.3221361346
37,167615.3102912209
38,217748.316699633
39,187509.4088135298
40,450578.7923361239
41,274708.3379643898
42,117011.63382034411
43,99717.17499037443
44,139476.25029729586
45,193565.63945322845
46,160183.00865515374
47,211751.61560521924
48,107398.16471506149
49,178266.7441638101
50,130544.26394276193
51,160026.96290123204
52,227081.60313503223
53,172719.90647923926
54,196092.28800973063
55,234090.21732415503
56,124038.37236006834
57,323138.1349061237
58,128235.40311433688
59,113554.25195864108
60,134701.58236460737
61,140615.3404452082
62,273683.1040583553
63,109884.0975210577
64,235673.58775451433
65,230227.28952812165
66,128157.44365502191
67,168132.10268140264
68,211600.87420565088
69,283355.1920058506
70,137380.67212672438
71,118951.80781375729
72,246894.4413667597
73,140266.48640451388
74,132687.31948782867
75,207204.53481609866
76,116162.3901882846
77,69877.16407059884
78,148422.39427342347
79,147401.6284636969
80,135038.04078636842
81,108160.04826017268
82,198284.9783331139
83,182099.95125013217
84,230729.40902029304
85,124740.06615820657
86,86748.14626582651
87,100246.4435943169
88,149805.62294404348
89,125455.72110079176
90,167865.65136319335
91,123140.39297997515
92,168334.72602634522
93,155313.32507335968
94,129647.79413561593
95,172430.63424700603
96,648783.9648703383
97,167825.86342743743
98,148305.41016271352
99,209533.04594326235
100,224368.6987570499
101,228428.183992461
102,192938.39764698673
103,130719.11464929934
104,191635.1199426239
105,321456.75704753876
106,224992.186577046
107,94310.18223090522
108,140101.0415529138
109,185704.04929693765
110,342387.16101964866
111,128221.31760500747
112,195354.76527642956
113,153823.99730500262
114,125262.75223644727
115,134092.44501372747
116,124401.09281587516
117,210732.60874263936
118,329011.02159841923
119,180748.90764828477
120,195348.22381720584
121,352948.799050763
122,171755.688457666
123,90855.07855179136
124,152310.2398710003
125,282542.6974763734
126,253725.3031465943
127,249054.34433171095
128,213396.585327994
129,304679.92922333494
130,136417.20618337725
131,249635.5951869269
132,152289.74775370516
133,302712.2980111149
134,297747.1330141376
135,194152.3901396014
136,196682.59285188466
137,215021.09702533364
138,151289.93890985573
139,297941.8942688663
140,157639.02591199678
141,181015.61059230496
142,150345.39562330494
143,111973.23614187262
144,187554.30767716176
145,113883.69416073375
146,164885.30854116823
147,188496.75999492197
148,51628.58665254917
149,369646.9620584139
150,214954.18550895297
151,120013.95604176875
152,130497.20201515601
153,128695.05169392031
154,185837.92792249908
155,241579.48350851872
156,208393.73308938032
157,146217.36216106158
158,359817.8319788031
159,171749.08993356623
160,178777.91587605618
161,188872.19062616985
162,173918.26368742192
163,133699.03570847563
164,244395.94086757165
165,140932.19215226
166,139739.04842130735
167,185984.1237168275
168,262713.41763070045
169,445105.7621941832
170,142664.624987924
171,602932.1765908131
172,260935.9305872233
173,344885.56568961765
174,117354.04228968294
175,160045.73312574727
176,136323.79395261686
177,65397.762516970535
178,282167.8594580596
179,126428.47923397056
180,69993.01665954688
181,122328.02175586218
182,124053.43209031354
183,176049.5154495204
184,176618.87128725115
185,175703.58804851447
186,180169.768599887
187,250259.55032139638
188,256443.4255913521
189,131358.87531025318
190,190461.90596384823
191,331468.6611719594
192,127751.28573231434
193,201195.9982697972
194,140646.30728964484
195,144348.73690450224
196,393401.9241882352
197,305964.7177658147
198,134344.81057834605
199,134737.65441513245
200,188316.88155623092
201,115106.42573195463
202,236498.47737490764
203,160583.76048838813
204,97258.06884302374
205,184831.6919669514
206,183896.64549665255
207,161311.1088169799
208,241104.69334784406
209,218008.47071871875
210,255933.6831016814
211,327548.88405869406
212,155164.3743656312
213,171677.63519667572
214,349801.57950066455
215,144149.55442267057
216,111302.11006451509
217,181808.49969123863
218,177669.2724307105
219,135577.06431990684
220,307634.1636188864
221,244357.15833913884
222,173225.13623723548
223,378585.2259812304
224,185285.4984389725
225,174332.72856917777
226,142887.09537369205
227,125246.67807227522
228,158333.39548314348
229,243460.727103835
230,118955.35750474923
231,237463.42075218604
232,145130.59445120866
233,174054.47670381767
234,429814.2072909743
235,260495.13333215794
236,98214.09371954534
237,245707.997429098
238,127425.6099886775
239,148121.6641754193
240,204729.78798455035
241,95181.39051154954
242,251573.063370551
243,90855.07855179136
244,140531.93519278604
245,122878.41390481424
246,276191.45162269793
247,141721.80091445625
248,129890.36902188623
249,199702.99613531193
250,136387.99459285336
251,274654.4499987917
252,173012.5723950092
253,136347.59478346832
254,146250.48081848794
255,634380.8349832764
256,155940.43687349564
257,127827.11574589982
258,128965.73402980092
259,333506.26484616805
260,190996.7681117858
261,145629.86348001935
262,241039.79557307527
263,167502.74115751032
264,266112.23604488093
265,147169.12501091877
266,123741.50470327993
267,235764.9246744021
268,144719.3925856434
269,128439.82298172658
270,281000.95099831955
271,350315.340023249
272,143755.87384324986
273,193099.98070282597
274,96015.15355969012
275,149171.21457463916
276,173111.9190344495
277,144394.7513256656
278,102089.13498012033
279,175650.39272691263
280,195654.17677376693
281,493887.174923358
282,294758.6399215633
283,146730.6197804506
284,164009.38131477317
285,141327.30774737068
286,150636.8971727191
287,226048.27358259747
288,140885.1949767414
289,142206.80799427093
290,165945.49743146263
291,124991.40344273491
292,262746.3317678869
293,245568.43839547315
294,172209.5692406527
295,173439.82897311388
296,69757.07223053733
297,141069.8010002705
298,158931.0852498806
299,106885.64288500449
300,134960.39643011423
301,61268.15855513528
302,139991.42105670285
303,190196.6906417749
304,266633.7122917937
305,148983.3244760883
306,180543.81272488335
307,164806.90871125934
308,125994.68195031218
309,146779.66342328637
310,271474.37878098676
311,127373.88566879308
312,186781.32635760086
313,135216.97221172845
314,136191.0615578385
315,161372.3845119717
316,134247.93799556454
317,128774.44005607397
318,125057.13754753015
319,168335.623596988
320,194423.12125052122
321,148954.6639986201
322,178784.9687912895
323,210742.24236958506
324,156210.92426257028
325,174766.47966297957
326,190902.0517605134
327,112114.0950221834
328,84868.9434685549
329,254902.49583313035
330,176890.0515041461
331,235269.68652346762
332,209868.65651500694
333,159527.29116730968
334,153470.72325517546
335,134170.0185689059
336,176020.53120871715
337,154981.4547989908
338,143462.57513873006
339,187469.23608804558
340,343540.2262633629
341,149007.46677402407
342,155485.47292178927
343,167659.82266259834
344,124288.96704287356
345,141401.566369398
346,141036.9014429181
347,186324.38797181708
348,162108.46787286707
349,173165.4256437907
350,208385.4671966077
351,171604.60128531136
352,278323.9918745625
353,166845.69916480375
354,368001.414430452
355,93296.58535670218
356,183769.2447571316
357,115250.33776084239
358,189684.78432940497
359,188904.34996499456
360,93900.7318232418
361,132558.39209004852
362,221933.48977321456
363,173018.3814341376
364,143194.76755229157
365,134990.1528602261
366,128208.55608083698
367,165599.87845808628
368,118066.88764560889
369,206063.40568952102
370,130338.13301375342
371,309149.3733786222
372,253332.4689604363
373,142323.34280505858
374,211876.84004058936
375,296920.0955527587
376,370483.90609059937
377,173719.07331589513
378,254494.09006572817
379,399702.77329782303
380,497932.3350854651
381,408910.59444126976
382,310992.3839423979
383,135522.2981060807
384,145264.79762661824
385,186622.04867902803
386,122232.07978117303
387,102432.60638067221
388,125032.54369326579
389,165346.16611697277
390,192883.8459503836
391,155728.5044498474
392,144719.3925856434
393,131346.72694440142
394,137904.83013074542
395,133684.78989665647
396,145520.93933243744
397,228836.3047673686
398,200360.28875691938
399,115458.0291770671
400,130797.08649990594
401,151433.87437677797
402,146391.18997643382
403,220121.81960319684
404,138723.52761513717
405,270136.7509156247
406,250650.38180707232
407,350403.95139975834
408,185261.4268527895
409,149511.77805647225
410,214185.33056005376
411,84859.54755231825
412,92990.82535004418
413,347420.00395835855
414,224693.24900350737
415,112343.19396912426
416,116732.76798170281
417,275008.13155198004
418,138725.34489820074
419,144532.94853122174
420,269684.9189350748
421,135301.77611415563
422,217432.98953978712
423,156311.97962402995
424,151045.85691189647
425,282980.4640530647
426,326550.75316093315
427,255902.56580221833
428,232522.58056513104
429,214415.7588391131
430,185603.0418370918
431,106180.21827634535
432,313873.74728579185
433,194017.39626684904
434,338094.01942237624
435,241517.67573499057
436,219625.48636112805
437,197890.61534775503
438,396106.4173486176
439,185044.23004850975
440,197241.96679837012
441,179503.49592983891
442,130447.15467145247
443,340741.2056633887
