id,target
1,320515.33901150076
2,129191.23571349424
3,176360.06979475523
4,252748.6186815108
5,139958.83312363437
6,143383.39324609443
7,185624.1564923295
8,118361.03362819669
9,138714.1715121911
10,261455.96124712896
11,232780.7571174766
12,125986.43415872392
13,166244.70974402805
14,127882.78521966947
15,110583.19303571967
16,132523.6006547304
17,121636.13463470672
18,187344.71677818743
19,188490.92389744273
20,128465.1782804813
21,152439.83620942745
22,127452.17854475105
23,167904.71542931988
24,247261.362128036
25,182276.9565149348
26,306136.7439430161
27,150260.98238297983
28,241433.4012092019
29,142676.98126007308
30,71474.26131607666
31,121690.50334822541
32,133327.68223659304
33,186642.30023620906
34,165343.17169893216
35,308304.8587523607
36,129800.55883085585
37,169756.2419469572
38,196196.57679094447
39,180105.6731364686
40,314657.1447531252
41,249196.80620063678
42,109250.91454817285
43,99320.86811893777
44,141067.7178311702
45,198342.67089587025
46,170038.97179535983
47,212115.5851756251
48,100526.9045633768
49,173234.17143163356
50,127331.37341816656
51,159712.9590881706
52,229495.06274311052
53,171792.89257663692
54,193967.55501134385
55,218437.64410020426
56,122218.22499945379
57,268096.54539317987
58,125527.89925169197
59,114111.87587128553
60,134554.8825707075
61,139262.8397100388
62,250874.9334632376
63,106515.68191942104
64,234486.84029175004
65,228570.9652730305
66,131098.68048151262
67,170281.73783069482
68,206767.55918661362
69,273038.7531138932
70,131014.42777624686
71,116218.99940811624
72,243326.22991908353
73,139857.43102157905
74,133661.18243776477
75,214111.4415154573
76,112188.12150332506
77,70147.91910205844
78,146239.99932846116
79,154177.4602364914
80,148789.51319413527
81,101237.23949848699
82,196466.59664380742
83,184491.3610312302
84,214246.25890177253
85,125187.30709192663
86,85976.02319097635
87,92331.7168872022
88,149324.88175635753
89,125570.04831779866
90,148207.26140023317
91,115247.98205296973
92,156319.5497111416
93,157359.69869522663
94,126538.43588526156
95,174472.82728510542
96,301947.2208595106
97,168186.6762367576
98,146704.6190092814
99,190867.01397244277
100,220739.90965649066
101,224038.8049144945
102,191234.3139200525
103,133751.38151136047
