id,target
1,334797.15317219374
2,122125.06578711727
3,170691.35670605605
4,241498.15084709076
5,135575.0419783898
6,135071.89734672828
7,203083.27133784565
8,108660.92299346994
9,146362.49261423034
10,278026.7502774224
11,263047.6862169449
12,122115.29343325162
13,169442.3205746359
14,123097.44733038054
15,111762.42560564884
16,131996.94451099227
17,123911.23800465363
18,181968.3832585947
19,197142.117218664
20,122712.39249783565
21,140303.60283694012
22,121740.18747512715
23,163680.78625650055
24,240690.33188772376
25,185702.3548616451
26,336519.0754978391
27,152897.77440176046
28,251881.2993732513
29,130827.53630020509
30,66482.1250927136
31,120799.92846384352
32,143069.96107988016
33,195729.7684941708
34,148541.98731558974
35,608859.9585121034
36,112577.19440137064
37,174015.8409046321
38,218106.19080410447
39,186300.94631254717
40,508822.0764468983
41,253409.20899467508
42,114802.86188696281
43,93146.66825279538
44,144502.81950128052
45,195138.1164772065
46,175588.60220157268
47,216260.3653955675
48,106885.75646839564
49,176313.05139913736
50,133017.60708232978
51,164577.0640460437
52,254500.32518527977
53,174282.7553827072
54,202069.29735326904
55,213463.07785623954
56,121843.92710718866
57,326572.36057581933
58,131557.49065140603
59,112640.14761298471
60,128243.34024402464
61,116731.42506772306
62,243388.12334031393
63,110173.70567783955
64,234503.91476543227
65,219821.88786006434
66,122908.23090309293
67,180156.14175142677
68,201366.04341807793
69,271977.3648071684
70,132501.56000585516
71,129382.56602054754
72,250949.92016962837
73,139578.05328859345
74,137968.10041684317
75,223062.9138986303
76,119903.18436312288
77,58773.91658041847
78,139663.64665921102
79,140257.5553012202
80,115294.8265124016
81,127780.0654809518
82,187280.92751258853
83,168759.38115462524
84,247281.83683331404
85,136278.92116592787
86,81950.53639758087
87,95371.29834696093
88,137307.46111595578
89,117553.88777304189
90,182748.48266747722
91,134660.48240953733
92,144826.63256654513
93,174713.11003869338
94,138167.20025156124
95,155072.24644140006
96,729305.2048255781
97,180156.14175142677
98,157579.25556349548
99,212947.29997027843
100,233789.5319828896
101,202930.02889499694
102,197323.47738516834
103,132563.11724470963
104,203754.27386381992
105,317345.85785365704
106,233449.8826342123
107,92644.55395599014
108,145295.42311487484
109,185094.22536025895
110,339673.24989536137
111,122138.3695973837
112,199801.52848355166
113,151246.19933983914
114,116825.12978381252
115,142327.8773729799
116,123319.22599833201
117,214570.68605774082
118,345863.126796842
119,192077.67746639982
120,206910.22256762523
121,387156.75599730405
122,173066.56999146246
123,93146.66825279538
124,145966.68128024085
125,281580.2765734445
126,244508.64739410544
127,241545.9027985713
128,220720.88579737296
129,286087.44907854457
130,142074.02506200297
131,253242.39901848568
132,163134.6472292351
133,285650.366914102
134,321856.67546959966
135,205472.48027551657
136,195386.7842497503
137,208476.5501473337
138,138695.54277465315
139,295789.119202172
140,158961.59042733663
141,178144.85325641907
142,159689.75267267213
143,115006.82600320005
144,194723.1947868634
145,117031.58517656487
146,159919.65216885813
147,189931.21222160142
148,35427.38961289581
149,381486.6769356078
150,212530.85059387767
151,133104.15311519647
152,129986.84285428883
153,121732.41493965595
154,186064.14666802614
155,270627.55456256005
156,201948.35954557013
157,156585.636754137
158,407680.730803619
159,177570.6062581216
160,184463.9722758703
161,186879.3050196791
162,172093.7864196629
163,142990.31691368864
164,238804.96190905015
165,145371.75375541722
166,138720.7587181424
167,204277.00345688115
168,193565.07591820465
169,438826.43124007026
170,144548.90228316133
171,663235.5898564763
172,255266.0900432652
173,267121.1224631646
174,125767.5548007403
175,150520.8001341961
176,128822.25709540116
177,50218.18454635103
178,279836.2433199724
179,122115.29343325162
180,66904.18617086619
181,118981.7671702375
182,110109.13045046876
183,176067.22567452572
184,165872.0925680399
185,171567.1523396409
186,184354.69683130886
187,233543.49702611688
188,257815.3089936844
189,123920.33292321912
190,184186.56465379326
191,338747.88387588004
192,132337.21210371255
193,202823.55496210256
194,140077.32180785053
195,147357.99304400236
196,367211.2367700153
197,306481.28242839046
198,132217.82621079442
199,132436.93615692132
200,205138.9311076922
201,111762.42560564884
202,210737.0664583258
203,156712.13808126422
204,91706.17586619226
205,188964.55229177818
206,169820.86432046755
207,163587.01349735697
208,228103.7042110217
209,232345.42254839576
210,288351.72382531664
211,332405.8181725031
212,152954.24727765674
213,164080.97053071464
214,359357.7223449291
215,141732.48850169024
216,105131.95300520785
217,180189.33400087722
218,176733.6962012952
